slug,route,source_file,title,date,year,publication,article_category,collections,publication_status,editorial_issue_type,canonical_file,production_title,book_author,publisher,subject_people,company,venue,city,coordinates,people,roles,production_groups,media,word_count
2002-03-09-post-modern-toilet-humour,/reviews/2002-03-09-post-modern-toilet-humour/,2002.03.09.National_Post.Post-Modern_Toilet_Humour_Toronto_Edition.md,Post-Modern Toilet Humour,2002-03-09,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,The Good Life,,,,Tarragon Theatre,Tarragon Theatre,Toronto,"[""43.675"", ""-79.4129""]","[""Bob Martin"", ""Daniel Brooks"", ""Guillermo Verdecchia"", ""Luke Kirby"", ""Tamsin Kelsey"", ""Tracy Wright"", ""Waneta Storms""]","{""director"": [""Daniel Brooks""], ""actors"": [""Guillermo Verdecchia"", ""Tamsin Kelsey"", ""Tracy Wright"", ""Bob Martin"", ""Waneta Storms"", ""Luke Kirby""], ""playwright"": [""Daniel Brooks""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1317
2002-03-12-kids-say-and-do-the-wickedest-things,/reviews/2002-03-12-kids-say-and-do-the-wickedest-things/,2002.03.12.National_Post.Kids_Say_And_Do_The_Wickedest_Things_Toronto_Edition.md,Kids Say And Do The Wickedest Things,2002-03-12,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Misha; Martian Summer,,,,Theatre Direct,Theatre Passe Muraille Backspace,Toronto,"[""43.6485882"", ""-79.4026161""]","[""Adam Pettle"", ""Bobby Theodore"", ""Daniel Stemer"", ""Jacob Barker"", ""Jennifer Tarver"", ""Matti Baranovsky"", ""Michelle Polak"", ""Miklos Perlus"", ""Nathalie Boisvert"", ""Soraya Peerbaye""]","{""director"": [""Jennifer Tarver""], ""actors"": [""Bobby Theodore"", ""Matti Baranovsky"", ""Jacob Barker"", ""Soraya Peerbaye"", ""Michelle Polak"", ""Daniel Stemer"", ""Adam Pettle"", ""Miklos Perlus"", ""Nathalie Boisvert""], ""playwright"": [""Adam Pettle"", ""Nathalie Boisvert""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1154
2002-03-21-always-on-the-brink-of-danger,/reviews/2002-03-21-always-on-the-brink-of-danger/,2002.03.21.National_Post.Always_On_The_Brink_Of_Danger_Toronto_Edition.md,Always On The Brink Of Danger,2002-03-21,2002,National Post,Theatre Review,[],publish,,,Mojo,,,,Theatrefront,Berkeley Street Theatre,Toronto,"[""43.6506"", ""-79.3641""]","[""Blair Williams"", ""Christopher Morris"", ""Damien Atkins"", ""Daryl Cloran"", ""Dylan Trowbridge"", ""Jez Butterworth"", ""Lorenzo Savoini"", ""Michel Protti"", ""Mike Shara""]","{""director"": [""Daryl Cloran""], ""actors"": [""Dylan Trowbridge"", ""Christopher Morris"", ""Blair Williams"", ""Mike Shara"", ""Damien Atkins"", ""Michel Protti""], ""playwright"": [""Jez Butterworth""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Lorenzo Savoini""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],775
2002-03-23-brave-theatre-but-not-up-to-the-challenge,/reviews/2002-03-23-brave-theatre-but-not-up-to-the-challenge/,2002.03.23.National_Post.Brave_Theatre_But_Not_Up_To_The_Challenge_Toronto_Edition.md,"Brave Theatre, But Not Up To The Challenge",2002-03-23,2002,National Post,Theatre Review,[],publish,,,Gynty,,,,Theatre Columbus,Factory Theatre Studio,Toronto,"[""43.6455029"", ""-79.4028205""]","[""David Jansen"", ""Emma Campbell"", ""Frank McGuinness"", ""Leah Cherniak"", ""Marcel Jeannin"", ""Martha Ross"", ""Oliver Dennis"", ""Randy Hughson""]","{""director"": [""Leah Cherniak""], ""actors"": [""Emma Campbell"", ""Oliver Dennis"", ""Martha Ross"", ""Marcel Jeannin"", ""Randy Hughson"", ""David Jansen""], ""playwright"": [""Frank McGuinness""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1038
2002-03-29-homegrown-gems-a-second-time-around,/reviews/2002-03-29-homegrown-gems-a-second-time-around/,2002.03.29.National_Post.Homegrown_Gems_A_Second_Time_Around_Toronto_Edition.md,"Homegrown Gems, A Second Time Around",2002-03-29,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Zadie''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''s Shoes; Belle,,,,Factory Theatre,Winter Garden Theatre; Factory Theatre,Toronto,[],"[""Adam Pettle"", ""Alex Poch-Goldin"", ""Deborah Drakeford"", ""Florence Gibson"", ""Jackie Maxwell"", ""Janice Robinson"", ""Jordan Pettle"", ""Kelli Fox"", ""Nigel Shawn Williams"", ""Paul Soles"", ""Randy Hughson"", ""Soo Garay"", ""Tara Rosling"", ""Yanna McIntosh""]","{""director"": [""Jackie Maxwell""], ""actors"": [""Jordan Pettle"", ""Kelli Fox"", ""Randy Hughson"", ""Paul Soles"", ""Deborah Drakeford"", ""Tara Rosling"", ""Yanna McIntosh"", ""Soo Garay"", ""Nigel Shawn Williams"", ""Alex Poch-Goldin"", ""Janice Robinson""], ""playwright"": [""Adam Pettle"", ""Florence Gibson""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Zadie's Shoes"", ""venue"": [""Winter Garden Theatre""], ""playwright"": [""Adam Pettle""]}, {""order"": ""2"", ""production_title"": ""Belle"", ""venue"": [""Factory Theatre""], ""playwright"": [""Florence Gibson""], ""director"": [""Jackie Maxwell""], ""actors"": [""Jordan Pettle"", ""Kelli Fox"", ""Randy Hughson"", ""Paul Soles"", ""Deborah Drakeford"", ""Tara Rosling"", ""Yanna McIntosh"", ""Soo Garay"", ""Nigel Shawn Williams"", ""Alex Poch-Goldin"", ""Janice Robinson""]}]",[],1263
2002-03-30-an-emotional-truth-in-play-about-girls-who-bully,/reviews/2002-03-30-an-emotional-truth-in-play-about-girls-who-bully/,2002.03.30.National_Post.An_Emotional_Truth_In_Play_About_Girls_Who_Bully_Toronto_Edition.md,An Emotional Truth In Play About Girls Who Bully,2002-03-30,2002,National Post,Theatre Review,[],publish,body_restored_from_source,,The Shape Of A Girl,,,,Green Thumb Theatre,Tarragon Theatre Extra Space,Toronto,"[""43.6749863"", ""-79.4129407""]","[""Jenny Young"", ""Joan MacLeod"", ""Patrick McDonald""]","{""director"": [""Patrick McDonald""], ""actors"": [""Jenny Young""], ""playwright"": [""Joan MacLeod""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],774
2002-04-03-a-bit-of-this-and-that,/reviews/2002-04-03-a-bit-of-this-and-that/,2002.04.03.National_Post.A_Bit_Of_This_And_That_Toronto_Edition.md,A Bit Of This And That,2002-04-03,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,In On It,,,,Buddies in Bad Times Theatre,Buddies in Bad Times Theatre,Toronto,"[""43.6632092"", ""-79.382994""]","[""Daniel MacIvor"", ""Darren O'Donnell""]","{""director"": [""Daniel MacIvor""], ""actors"": [""Daniel MacIvor"", ""Darren O'Donnell""], ""playwright"": [""Daniel MacIvor""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],736
2002-04-06-minimalism-taken-to-the-max,/reviews/2002-04-06-minimalism-taken-to-the-max/,2002.04.06.National_Post.Minimalism_Taken_To_The_Max_Toronto_Edition.md,Minimalism Taken To The Max,2002-04-06,2002,National Post,Theatre Review,[],publish,,,Nightsongs; Face to the Wall,,,,Royal Court Theatre,du Maurier Theatre Centre,Toronto,"[""43.6385"", ""-79.3819""]","[""Jon Fosse"", ""Katie Mitchell"", ""Martin Crimp"", ""Paul Higgins"", ""Peter Wight"", ""Sophie Okonedo""]","{""director"": [""Katie Mitchell""], ""actors"": [""Paul Higgins"", ""Sophie Okonedo"", ""Peter Wight""], ""playwright"": [""Jon Fosse"", ""Martin Crimp""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1103
2002-04-09-stoppard-gem-translates-so-well,/reviews/2002-04-09-stoppard-gem-translates-so-well/,2002.04.09.National_Post.Stoppard_Gem_Translates_So_Well_Toronto_Edition.md,Stoppard Gem Translates So Well,2002-04-09,2002,National Post,Theatre Review,[],publish,,,Indian Ink,,,,Canadian Stage,Bluma Appel Theatre,Toronto,"[""43.6717"", ""-79.3861""]","[""Fiona Reid"", ""Hazel Desbarats"", ""Richard Cottrell"", ""Sanjay Talwar"", ""Susan Benson"", ""Tom Stoppard""]","{""director"": [""Richard Cottrell""], ""actors"": [""Fiona Reid"", ""Sanjay Talwar"", ""Hazel Desbarats""], ""playwright"": [""Tom Stoppard""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Susan Benson""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1091
2002-04-13-a-really-nasty-woman,/reviews/2002-04-13-a-really-nasty-woman/,2002.04.13.National_Post.A_Really_Nasty_Woman_Toronto_Edition.md,A Really Nasty Woman,2002-04-13,2002,National Post,Theatre Review,[],publish,,,Medea; Inertia [Phase Two],,,,Theatre Babel,Premiere Dance Theatre; Theatre Centre,Toronto,[],"[""Anton Chekhov"", ""Carol Ann Crawford"", ""Duncan Duff"", ""Erika Hennebury"", ""Euripides"", ""Graham McLaren"", ""Jean-Paul Sartre"", ""Lewis Howden"", ""Liz Lochhead"", ""Maureen Beattie"", ""Michelle Polak"", ""Natasha Priest"", ""Sean MacMahon""]","{""director"": [""Graham McLaren""], ""actors"": [""Maureen Beattie"", ""Duncan Duff"", ""Carol Ann Crawford"", ""Lewis Howden"", ""Sean MacMahon"", ""Natasha Priest"", ""Michelle Polak"", ""Erika Hennebury""], ""playwright"": [""Liz Lochhead"", ""Euripides"", ""Anton Chekhov"", ""Jean-Paul Sartre""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Medea"", ""venue"": [""Premiere Dance Theatre""]}, {""order"": ""2"", ""production_title"": ""Inertia [Phase Two]"", ""venue"": [""Theatre Centre""], ""director"": [""Graham McLaren""], ""actors"": [""Maureen Beattie"", ""Duncan Duff"", ""Carol Ann Crawford"", ""Lewis Howden"", ""Sean MacMahon"", ""Natasha Priest"", ""Michelle Polak"", ""Erika Hennebury""], ""playwright"": [""Liz Lochhead"", ""Euripides"", ""Anton Chekhov"", ""Jean-Paul Sartre""]}]",[],1002
2002-04-17-for-this-he-hired-a-goyish-writer,/reviews/2002-04-17-for-this-he-hired-a-goyish-writer/,2002.04.17.National_Post.For_This_He_Hired_A_Goyish_Writer_Toronto_Edition.md,For This He Hired A Goyish Writer?,2002-04-17,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Adam Baum and the Jew Movie; Novecento,,,,,Berkeley Street Theatre; du Maurier Theatre Centre,Toronto,[],"[""Alessandro Baricco"", ""Alisa Palmer"", ""Daniel Goldfarb"", ""Dylan Rosenthal"", ""Richard Greenblatt"", ""Rick Roberts"", ""Tom McCamus""]","{""director"": [""Alisa Palmer""], ""actors"": [""Richard Greenblatt"", ""Rick Roberts"", ""Dylan Rosenthal"", ""Tom McCamus""], ""playwright"": [""Daniel Goldfarb"", ""Alessandro Baricco""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Adam Baum and the Jew Movie"", ""venue"": [""Berkeley Street Theatre""], ""playwright"": [""Daniel Goldfarb""]}, {""order"": ""2"", ""production_title"": ""Novecento"", ""venue"": [""du Maurier Theatre Centre""], ""playwright"": [""Alessandro Baricco""], ""director"": [""Alisa Palmer""], ""actors"": [""Richard Greenblatt"", ""Rick Roberts"", ""Dylan Rosenthal"", ""Tom McCamus""]}]",[],1270
2002-04-20-putting-the-ham-in-hamlet,/reviews/2002-04-20-putting-the-ham-in-hamlet/,2002.04.20.National_Post.Putting_The_Ham_In_Hamlet_Toronto_Edition.md,Putting The Ham In Hamlet,2002-04-20,2002,National Post,Theatre Review,"[""The Shakespeare Collection"", ""The Canadian Collection""]",publish,,,"Hamlet; I, Claudia",,,,Meno Fortas,Premiere Dance Theatre; du Maurier Theatre Centre,Toronto,[],"[""Andrius Mamontovas"", ""Eimuntas Nekrosius"", ""Kestutis Jakstas"", ""Kristen Thomson"", ""Povilas Budrys"", ""Ramunas Rudokas"", ""Viktorija Kuodyte"", ""Vytautas Rumsas"", ""William Shakespeare""]","{""director"": [""Eimuntas Nekrosius""], ""actors"": [""Andrius Mamontovas"", ""Kestutis Jakstas"", ""Povilas Budrys"", ""Ramunas Rudokas"", ""Viktorija Kuodyte"", ""Vytautas Rumsas"", ""Kristen Thomson""], ""playwright"": [""William Shakespeare"", ""Kristen Thomson""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Hamlet"", ""venue"": [""Premiere Dance Theatre""], ""playwright"": [""William Shakespeare""]}, {""order"": ""2"", ""production_title"": ""I, Claudia"", ""venue"": [""du Maurier Theatre Centre""], ""playwright"": [""Kristen Thomson""], ""director"": [""Eimuntas Nekrosius""], ""actors"": [""Andrius Mamontovas"", ""Kestutis Jakstas"", ""Povilas Budrys"", ""Ramunas Rudokas"", ""Viktorija Kuodyte"", ""Vytautas Rumsas"", ""Kristen Thomson""]}]",[],1294
2002-04-24-everything-working-in-perfect-disarray,/reviews/2002-04-24-everything-working-in-perfect-disarray/,2002.04.24.National_Post.Everything_Working_In_Perfect_Disarray_Toronto_Edition.md,Everything Working In Perfect Disarray,2002-04-24,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Thunderstick,,,,,Theatre Passe Muraille,Toronto,"[""43.6485882"", ""-79.4026161""]","[""Ian Ferguson"", ""Ken Williams"", ""Paul Thompson"", ""Tim Hill""]","{""director"": [""Paul Thompson""], ""actors"": [""Ian Ferguson"", ""Tim Hill""], ""playwright"": [""Ken Williams""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],771
